32.326451,69.477754
32.938927,70.247355
32.965701,70.274498
32.974702,70.251646
34.805556,71.466667
34.805556,71.466667
32.6903,70.0069
32.9328,70.4
32.834167,69.860833
33.037625,70.051998
32.79861,70.50639
32.938927,70.247355
32.289444,69.425556
32.273128,69.552383
34.805556,71.466667
32.621,69.839367
32.289444,69.425556
32.487348,69.316923
32.318292,69.522042
32.288221,69.524789
32.288221,69.524789
32.976448,70.244737
32.957221,69.885192
32.957221,69.885192
32.849812,69.465265
33.037625,70.051998
33.00053,70.065479
32.487348,69.316923
32.938927,70.247355
32.957221,69.885192
32.957221,69.885192
32.976448,70.244737
33.00053,70.065479
32.5181,69.7847
33.037625,70.051998
32.482108,69.627729
32.974702,70.251646
32.273128,69.552383
32.699489,69.838715
32.716316,70.002737
32.79861,70.50639
32.9402704,70.292545
32.306395,69.590492
32.97573705,70.0818193
32.931831,70.304504
32.289444,69.425556
33.100098,70.041575
32.061901,69.634949
32.289444,69.425556
32.326451,69.477754
32.565354,69.830362
32.968491,70.233437
32.288221,69.524789
33.030398,70.247011
33.499177,70.380006
32.515823,70.02368
33.756315,70.554146
32.79861,70.50639
32.621,69.839367
32.953548,70.26701
33.640696,70.775776
32.97355,69.62063
32.288221,69.524789
32.318292,69.522042
32.5181,69.7847
32.515823,70.02368
32.583271,69.455566
32.876181,70.241282
32.565354,69.830362
32.288221,69.524789
32.621,69.839367
32.621,69.839367
32.56583,69.600234
32.452617,69.90622
32.621,69.839367
32.565354,69.830362
32.565354,69.830362
32.317312,69.861846
32.716316,70.002737
32.565354,69.830362
32.5181,69.7847
33.037625,70.051998
32.5181,69.7847
33.030398,70.247011
33.040435,70.047863
32.938927,70.247355
33.037625,70.051998
32.515823,70.02368
33.037625,70.051998
32.980948,70.171738
33.037625,70.051998
32.923582,70.126977
34.805556,71.466667
32.980948,70.171738
32.957221,69.885192
33.084063,70.206671
32.923582,70.126977
32.565354,69.830362
32.909136,69.76078
32.908451,69.760566
32.971084,69.839566
32.9328,70.4
33.030398,70.247011
32.957617,70.168476
32.965701,70.274498
32.963091,69.593711
32.963091,69.593711
32.947066,70.148732
32.967555,69.692245
32.6903,70.0069
32.971444,70.278168
32.6903,70.0069
32.6903,70.0069
32.960354,69.867332
32.957221,69.885192
32.960354,69.867332
32.957221,69.885192
32.971084,69.839566
32.939755,69.881702
32.980948,70.171738
32.976448,70.244737
33.100098,70.041575
33.037625,70.051998
33.040435,70.047863
33.00053,70.065479
32.906109,69.748807
32.906109,69.748807
32.957221,69.885192
32.97364,69.983339
32.906109,69.748807
32.963091,69.593711
33.00053,70.065479
32.97175,70.269263
32.94694,70.147083
32.944149,69.900169
32.960354,69.867332
33.074677,70.144304
33.030398,70.247011
32.938927,70.247355
33.030398,70.247011
32.97355,69.62063
32.97922,69.496036
32.849812,69.465265
33.806538,70.72998
32.944149,69.900169
32.288656,69.319611
32.980948,70.171738
32.906109,69.748807
32.945661,70.317135
32.938927,70.247355
33.100098,70.041575
32.326451,69.477754
32.884272,69.654522
32.051226,69.42406
32.6903,70.0069
33.100098,70.041575
32.515823,70.02368
32.974702,70.251646
32.968833,70.059299
33.037625,70.051998
33.040435,70.047863
33.70035,70.341125
33.473612,70.38878
33.499177,70.380006
33.00053,70.065479
